,subject,replies,views,comment,date,user,activity,merit
344,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"Quote from: bounty0z on April 05, 2020, 10:23:37 PMPlease how can I solve that problem ?  Code:[###########################################################][#          Pollard-kangaroo PrivKey Recovery Tool         #][#          (based on engine of VanitySearch 1.15)         #][#                 bitcoin ecdsa secp256k1                 #][#                 ver 0.01 GPU Hybrid v4F                 #][#          GPU implementation changes by alek76           #][#          Tips: 1NULY7DhzuNvSDtPkFzNo6oRTZQWBqXNE9       #][###########################################################][DATE(utc)] 05 Apr 2020 22:22:00[~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~][pow2bits]	65[Wsqrt] (2^32)                                                        100000000[M]                                                18000000000000000[rangeW]	2^64..2^65 ; W = U - L = 2^64[DPsize]	1048576 (hashtable size)[~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~][pubkey#65] loaded[Xcoordinate] 30210C23B1A047BC9BDBB13448E67DEDDC108946DE6DE639BCC75D47C0216B1B[Ycoordinate] E383C4A8ED4FAC77C0D2AD737D8499A362F483F8FE39D1E86AAED578A9455DFC[~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~][+] Sp-table of pow2 points - ready [~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~][UV] U*V=0*0=0 (0x00)[optimal_mean_jumpsize] 0 [meanjumpsize#1] 1(now) <= 0(optimal) <= 1(next)[i] Sp[0]|J-|Sp[1][i] this Sp set has low efficiency (over -25%) for this mean jumpsize[JmaxofSp] Sp[1]=0 nearer to optimal mean jumpsize of Sp set[i] Old DPmodule: 2^30 [i] New DPmodule: 2^24 [DPmodule] 2^24 = 16777216 (0x0000000001000000) [+] 0T+0W kangaroos - ready[CPU] threads: 0 [GPU] threads: 1 Hang on to your hats... ;-)[optimal_mean_jumpsize] 80000000 [meanjumpsize#36] 71C71C71(now) <= 80000000(optimal) <= DD67C8A6(next)[i] Sp[36]|-------J----------------------------------------------------|Sp[37][JmaxofSp] Sp[36]=71C71C71 nearer to optimal mean jumpsize of Sp setGPUEngine: DPmodule: 0x400000 2^22 ((pow2W-(2*Power))/2)-2 Hop_modulo: 44 Power: 8 GPU: GPU #0 Tesla P4 (20x128 cores) Grid(160x128)GPU Bits: 65 GPU Tame Points: [M] + Rand(pow2W-0) GPU Tame Starting Key 0: 18000000000000000 GPU Tame Starting Key 1: 206BBC3513D1733A1 GPU Tame Starting Key 2: 25E5235429CA09EF3 GPU Tame Starting Key 3: 2583FB778385DFCD4 GPU Tame Starting Key 4: 1ED1A56D0C06ACCCE GPU Tame Starting Key 5: 189D65AB36B1D055D GPU Tame Starting Key 6: 1FA2EABEE40E79BBD GPU Tame Starting Key 7: 197A3A27B31F5B3D2 GPU Tame Starting Key 8: 206650FB29F02B360 GPU Tame Starting Key 9: 1EE2B45C9529E6C93 GPU Tame Starting Key 20479: 233950B74491CF338 Thread: 20480 GPU Wild Points: [Target] + Rand(pow2W-1) GPU Wild Starting Key 0: 54D8F8548F7AB6F2 GPU Wild Starting Key 1: 120CEF3BC316421C GPU Wild Starting Key 2: 7D4E0E90EF29A037 GPU Wild Starting Key 3: 57CFAF613008D1A9 GPU Wild Starting Key 4: 31B859A6B2E3D9D9 GPU Wild Starting Key 5: 6E628C3C53724423 GPU Wild Starting Key 6: 56164090D10C621F GPU Wild Starting Key 7: 1414DCD8273FD23E GPU Wild Starting Key 8: 4012C93B385FECD4 GPU Wild Starting Key 9: 3213AB3E8E022B15 GPU Wild Starting Key 20479: 1C6C36C06F3EF445 Thread: 20480 GPUEngine: Kernel: no kernel image is available for execution on the device[i] Used Comparator in C++[i][+] Runing Comparator every: 32 sec   0.0  j/s;   0.0 j of   8.0Gj   0.0%; DP 0T+0W=0+0=0; dp/kgr=0.0;[runtime]   0: 0: 1 [~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~][DATE(utc)] 05 Apr 2020 22:22:01[~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~][x] EXIT[i] Comparator time: 2.836 msec wild.txt 0 bytes tame.txt 0 bytes seems like here is the error :GPUEngine: Kernel: no kernel image is available for execution on the devicepls print your complete command for execuation you run","April 05, 2020, 10:34:04 PM",brainless,307,34
345,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"Quote from: brainless on April 05, 2020, 10:34:04 PMQuote from: bounty0z on April 05, 2020, 10:23:37 PMPlease how can I solve that problem ?  Code:[###########################################################][#          Pollard-kangaroo PrivKey Recovery Tool         #][#          (based on engine of VanitySearch 1.15)         #][#                 bitcoin ecdsa secp256k1                 #][#                 ver 0.01 GPU Hybrid v4F                 #][#          GPU implementation changes by alek76           #][#          Tips: 1NULY7DhzuNvSDtPkFzNo6oRTZQWBqXNE9       #][###########################################################][i] Comparator time: 2.836 msec wild.txt 0 bytes tame.txt 0 bytes seems like here is the error :GPUEngine: Kernel: no kernel image is available for execution on the devicepls print your complete command for execuation you runHere is the command. I am using GPU Tesla P4 with CCap=70 as I see in wikipidia../vs-kangaroo-hybrid -v 1 -p 8 -bits 56 -gpu 0230210c23b1a047bc9bdbb13448e67deddc108946de6de639bcc75d47c0216b1b ","April 05, 2020, 10:46:10 PM",bounty0z,142,70
346,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"Quote from: bounty0z on April 05, 2020, 10:46:10 PMQuote from: brainless on April 05, 2020, 10:34:04 PMQuote from: bounty0z on April 05, 2020, 10:23:37 PMPlease how can I solve that problem ?  Code:[###########################################################][#          Pollard-kangaroo PrivKey Recovery Tool         #][#          (based on engine of VanitySearch 1.15)         #][#                 bitcoin ecdsa secp256k1                 #][#                 ver 0.01 GPU Hybrid v4F                 #][#          GPU implementation changes by alek76           #][#          Tips: 1NULY7DhzuNvSDtPkFzNo6oRTZQWBqXNE9       #][###########################################################][i] Comparator time: 2.836 msec wild.txt 0 bytes tame.txt 0 bytes seems like here is the error :GPUEngine: Kernel: no kernel image is available for execution on the devicepls print your complete command for execuation you runHere is the command. I am using GPU Tesla P4 with CCap=70 as I see in wikipidia../vs-kangaroo-hybrid -v 1 -p 8 -bits 56 -gpu 0230210c23b1a047bc9bdbb13448e67deddc108946de6de639bcc75d47c0216b1b try this./vs-kangaroo-hybrid -v 1 -gpu -p 8 -bits 56  0230210c23b1a047bc9bdbb13448e67deddc108946de6de639bcc75d47c0216b1b","April 05, 2020, 10:52:18 PM",brainless,307,34
347,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"Quote from: brainless on April 05, 2020, 10:52:18 PMQuote from: bounty0z on April 05, 2020, 10:46:10 PMQuote from: brainless on April 05, 2020, 10:34:04 PMQuote from: bounty0z on April 05, 2020, 10:23:37 PMPlease how can I solve that problem ?  Code:[###########################################################][#          Pollard-kangaroo PrivKey Recovery Tool         #][#          (based on engine of VanitySearch 1.15)         #][#                 bitcoin ecdsa secp256k1                 #][#                 ver 0.01 GPU Hybrid v4F                 #][#          GPU implementation changes by alek76           #][#          Tips: 1NULY7DhzuNvSDtPkFzNo6oRTZQWBqXNE9       #][###########################################################][i] Comparator time: 2.836 msec wild.txt 0 bytes tame.txt 0 bytes seems like here is the error :GPUEngine: Kernel: no kernel image is available for execution on the devicepls print your complete command for execuation you runHere is the command. I am using GPU Tesla P4 with CCap=70 as I see in wikipidia../vs-kangaroo-hybrid -v 1 -p 8 -bits 56 -gpu 0230210c23b1a047bc9bdbb13448e67deddc108946de6de639bcc75d47c0216b1b try this./vs-kangaroo-hybrid -v 1 -gpu -p 8 -bits 56  0230210c23b1a047bc9bdbb13448e67deddc108946de6de639bcc75d47c0216b1bI get the same error  Code:GPU Wild Starting Key 20479: 374E0D55790CA9 Thread: 20480 GPUEngine: Kernel: no kernel image is available for execution on the device[i] Used Comparator in C++[+] Runing Comparator every: 27 sec[i]   0.0  j/s;   0.0 j of 268.0Mj   0.0%; DP 0T+0W=0+0=0; dp/kgr=0.0;[runtime]   0: 0: 1 [i] Comparator time: 0.112 msec wild.txt 0 bytes tame.txt 0 bytes [~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~][DATE(utc)] 05 Apr 2020 23:00:44[~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~][x] EXIT","April 05, 2020, 11:01:31 PM",bounty0z,142,70
348,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"Quote from: bounty0z on April 05, 2020, 10:46:10 PMQuote from: brainless on April 05, 2020, 10:34:04 PMQuote from: bounty0z on April 05, 2020, 10:23:37 PMPlease how can I solve that problem ?  Code:[###########################################################][#          Pollard-kangaroo PrivKey Recovery Tool         #][#          (based on engine of VanitySearch 1.15)         #][#                 bitcoin ecdsa secp256k1                 #][#                 ver 0.01 GPU Hybrid v4F                 #][#          GPU implementation changes by alek76           #][#          Tips: 1NULY7DhzuNvSDtPkFzNo6oRTZQWBqXNE9       #][###########################################################][i] Comparator time: 2.836 msec wild.txt 0 bytes tame.txt 0 bytes seems like here is the error :GPUEngine: Kernel: no kernel image is available for execution on the devicepls print your complete command for execuation you runHere is the command. I am using GPU Tesla P4 with CCap=70 as I see in wikipidia../vs-kangaroo-hybrid -v 1 -p 8 -bits 56 -gpu 0230210c23b1a047bc9bdbb13448e67deddc108946de6de639bcc75d47c0216b1b remove in folderrm -R objrm vs-kangaroo-hybridrecompile from start with this commandmake gpu=1 ccap=61 allthen run command as i mention with correction","April 05, 2020, 11:15:18 PM",brainless,307,34
349,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"Quote from: alek76 on April 04, 2020, 06:20:06 PMQuote from: brainless on April 04, 2020, 05:19:49 PM2days before i see alek76 message in post, he said soon at github, today i see, his post deleted, maybe he chnage his mind, and his new mind maybe work better then old mind Right. First you need to fix possible inaccuracies, then there is no time to do this on Github.The comparator on python works faster than on c ++, when the file sizes are more than 50MB - have to choose a comparator. In general, the correct way is to do the aggregation of selected points in the sql database on the server. The program should send them as a client. I have no time and knowledge for this   I will soon post it as it is.Already available https://github.com/alek76-2/vs-kangaroo-hybridNice job.Since the slowing down is due to the  comparator, I would suggest that you defer comparison after doing many thousand or more hops. ","April 06, 2020, 12:33:21 AM",racminer,242,17
350,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"Quote from: alek76 on April 06, 2020, 10:27:14 AMQuote from: racminer on April 06, 2020, 12:33:21 AMQuote from: alek76 on April 04, 2020, 06:20:06 PMQuote from: brainless on April 04, 2020, 05:19:49 PM2days before i see alek76 message in post, he said soon at github, today i see, his post deleted, maybe he chnage his mind, and his new mind maybe work better then old mind Right. First you need to fix possible inaccuracies, then there is no time to do this on Github.The comparator on python works faster than on c ++, when the file sizes are more than 50MB - have to choose a comparator. In general, the correct way is to do the aggregation of selected points in the sql database on the server. The program should send them as a client. I have no time and knowledge for this   I will soon post it as it is.Already available https://github.com/alek76-2/vs-kangaroo-hybridNice job.Since the slowing down is due to the  comparator, I would suggest that you defer comparison after doing many thousand or more hops. The comparator starts in a separate thread, so ""slowing down"" is possible only with a weak CPU. With the comparator disabled, the GPU speed is the same. I agree, you can change the startup frequency:Code://int slp = pow2Wsqrt * 1000;int slp = pow2Wsqrt * 10000;// Sleep x10 printf(""\n[+] Runing Comparator every: %d sec\n"", slp / 1000);Ok  ","April 06, 2020, 01:31:05 PM",racminer,242,17
351,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"alek76If I stop work, how to continue?","April 06, 2020, 06:21:25 PM",paschok81,14,0
352,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"Quote from: alek76 on April 06, 2020, 07:22:38 PMQuote from: walletrecovery on April 06, 2020, 06:33:02 PMQuote from: paschok81 on April 06, 2020, 06:21:25 PMalek76If I stop work, how to continue?Дa никaк нe кoнтинью... cлoмaли этy фyнкцию,пo кpaйнeй мepe в пpoгpaммe для кapт AMDэтa фyнкция нe paбoтaeт, a RANDOM выpeзaли.Я жe пиcaл, читaй вышe. Taкoe oщyщeниe, чтoпpoгa мaйнит чтo-тo кoмy-тo нa чeй-тo кapмaн,дa и coмнeвaтьcя я cтaл пocлe этoгo, чтo пpoгaвooбщe выдacт нa экpaн eщe нe oткpытый ключ.Cтapыe ключи oнa для пpoвepки пoкaзывaeт, тe,чтo yжe дo этoгo ктo-тo нeпoнятнo кaкoй пpoгoйoткpыл, a вoт нoвыe... Личнo я yжe нe дoвepяюэтoй ""Bitcrack"" пocлe тoгo, чтo я o нeй выяcнил.What are you specifically asking about? What is random? Who broke? Which function?  Can becom a telepath Your message https://bitcointalk.org/index.php?topic=5218972.msg54160563#msg54160563That's right - you need to build the program yourself from the Github sources! Having looked at the code, all doubts and distrust disappear.By downloading the Bitcrack program from various sources, you can fall into the tricks of scammers. It is more likely that the author will not embed the scam code in the program! Or is it trolling Bitcrack!So is it possible to restore the program after it is closed? Because the tame and wild files are overwritten.  This will help:in Vanity.cppCode:if (TWRevers) {   bool F2Upload = TWUpload();   if (F2Upload) {      printf(""\n Upload tame.txt and wild.txt "");   }  }  else {   //ReWriteFiles();  }","April 06, 2020, 07:46:49 PM",paschok81,14,0
353,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"alek76, in your revised script, how do you select points to save? I mean what kind of algorythm do you use for points to be saved. You do not save every calculated point after wild/tame jump.Do you store these points in files or in memory?","April 06, 2020, 10:55:52 PM",MrFreeDragon,443,350
354,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"Quote from: alek76 on April 06, 2020, 11:54:53 PMQuote from: MrFreeDragon on April 06, 2020, 10:55:52 PMalek76, in your revised script, how do you select points to save? I mean what kind of algorythm do you use for points to be saved. You do not save every calculated point after wild/tame jump.Do you store these points in files or in memory?If after the jump the coordinate Point.X % DPmodule == 0 then add to atomicAdd. The length of the jump is taken from the table and is equal to dS [pw]. Where pw is equal Point.X % Hop_modulo. On the host, point X and distance are saved to files. Could make a save in memory and use the string vectors, then changed your mind ...Ok, thank you.If you understand, can you please also exaplain why do we need this DPmodule? Actually we reduce the places visited by kangaroos only to those which are multiliers of DPmodule.I also askd the same question in ""Science fair project...."" topic but did nut receive the answer: https://bitcointalk.org/index.php?topic=5173445.msg52713073#msg52713073Can you explain why do we need DPmodule and Hop_module, and how could we select their optimal values?","April 07, 2020, 12:45:00 AM",MrFreeDragon,443,350
